Ship Mode,Region,Origin_Factory,Distance_Miles,Units,Delivery_Time_Days
First Class,Atlantic,Wicked Choccy's,715.9906920347423,1,1
Standard Class,Atlantic,Wicked Choccy's,640.6049843135982,7,6
Standard Class,Atlantic,Lot's O' Nuts,2078.6537691730177,1,7
Standard Class,Interior,Lot's O' Nuts,974.171375665286,3,6
Standard Class,Atlantic,Lot's O' Nuts,2141.889502951955,3,5
Standard Class,Pacific,Wicked Choccy's,2147.2087400803284,2,5
Standard Class,Pacific,Lot's O' Nuts,389.27048109890546,4,7
Standard Class,Pacific,Wicked Choccy's,2153.343062292087,6,7
Standard Class,Pacific,Lot's O' Nuts,386.83003298734036,2,6
Standard Class,Pacific,Secret Factory,1598.482994828641,11,6
First Class,Atlantic,Lot's O' Nuts,1666.867780072924,10,1
Standard Class,Pacific,Wicked Choccy's,2149.918618478605,2,6
First Class,Gulf,Lot's O' Nuts,1573.867861428789,3,1
Standard Class,Atlantic,Wicked Choccy's,640.6049843135982,2,7
Standard Class,Atlantic,Wicked Choccy's,956.5317201570504,7,6
Standard Class,Atlantic,Wicked Choccy's,642.6091033973505,3,7
Standard Class,Pacific,Wicked Choccy's,981.9658789246068,8,6
Standard Class,Pacific,Wicked Choccy's,2139.912332310119,2,5
Standard Class,Pacific,Lot's O' Nuts,386.83003298734036,2,7
Standard Class,Interior,The Other Factory,548.0190324464869,4,7
Standard Class,Atlantic,Secret Factory,865.2885378103653,4,6
Standard Class,Interior,Wicked Choccy's,837.9518858506535,5,7
First Class,Pacific,Lot's O' Nuts,687.4765257830043,1,1
Standard Class,Pacific,Lot's O' Nuts,981.9658789246068,1,7
Standard Class,Atlantic,Lot's O' Nuts,981.9658789246068,2,7
Standard Class,Interior,Wicked Choccy's,995.4066217213552,3,6
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,1,7
Standard Class,Atlantic,Lot's O' Nuts,2078.6537691730177,1,6
First Class,Interior,Wicked Choccy's,767.3939549308957,3,2
Standard Class,Pacific,Lot's O' Nuts,386.83003298734036,3,7
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,2,5
Standard Class,Pacific,Lot's O' Nuts,378.36278410044537,10,6
Standard Class,Pacific,Wicked Choccy's,2354.810683422382,2,7
Second Class,Pacific,Wicked Choccy's,2153.343062292087,2,4
Second Class,Pacific,Lot's O' Nuts,385.46609669761943,2,3
Second Class,Pacific,Wicked Choccy's,2139.912332310119,5,3
Second Class,Pacific,Wicked Choccy's,2147.2087400803284,6,4
Second Class,Pacific,Lot's O' Nuts,389.27048109890546,4,3
Standard Class,Interior,Wicked Choccy's,562.4538256932138,2,7
Second Class,Interior,Wicked Choccy's,983.8216879188633,14,5
Second Class,Atlantic,Lot's O' Nuts,2141.889502951955,6,4
Same Day,Atlantic,Wicked Choccy's,981.9658789246068,3,0
Second Class,Pacific,Lot's O' Nuts,389.27048109890546,2,3
Standard Class,Atlantic,Wicked Choccy's,716.1677373489346,5,7
First Class,Pacific,Wicked Choccy's,2354.839579523309,4,2
Standard Class,Atlantic,Lot's O' Nuts,2142.2345958934734,1,7
Standard Class,Pacific,Lot's O' Nuts,389.27048109890546,5,7
Standard Class,Atlantic,Lot's O' Nuts,2080.3163308991593,3,6
Standard Class,Atlantic,Lot's O' Nuts,2079.993373016822,5,6
Standard Class,Atlantic,Lot's O' Nuts,2079.993373016822,1,7
Second Class,Atlantic,Wicked Choccy's,721.4927883494037,2,5
Standard Class,Atlantic,Lot's O' Nuts,2078.6537691730177,3,5
Standard Class,Pacific,Wicked Choccy's,2090.605947082451,1,5
Standard Class,Atlantic,Wicked Choccy's,640.6049843135982,4,5
First Class,Interior,Lot's O' Nuts,862.4839307763359,4,2
Standard Class,Atlantic,Lot's O' Nuts,2199.615303098427,3,7
Standard Class,Pacific,Wicked Choccy's,2399.6650051013826,5,6
Standard Class,Atlantic,Wicked Choccy's,640.6049843135982,2,7
Standard Class,Pacific,Lot's O' Nuts,389.27048109890546,2,5
Standard Class,Pacific,Wicked Choccy's,2399.7166796329857,7,5
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,4,5
Second Class,Pacific,Lot's O' Nuts,32.538500246169484,2,3
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,3,7
Standard Class,Pacific,Lot's O' Nuts,1161.1671330014183,2,5
Standard Class,Pacific,Wicked Choccy's,2224.0297108324835,1,7
First Class,Pacific,Lot's O' Nuts,687.4765257830043,11,1
Standard Class,Interior,Wicked Choccy's,762.959591962414,3,6
Standard Class,Gulf,Lot's O' Nuts,1953.1123386063036,2,5
Standard Class,Gulf,Lot's O' Nuts,1964.1105333896971,1,5
Standard Class,Interior,Wicked Choccy's,909.6036475036664,5,6
First Class,Pacific,Wicked Choccy's,2149.8916730811757,4,1
Second Class,Interior,Wicked Choccy's,762.959591962414,13,3
First Class,Atlantic,Wicked Choccy's,721.4927883494037,4,1
Standard Class,Interior,Lot's O' Nuts,1693.7600129047557,2,6
Second Class,Pacific,Wicked Choccy's,2401.64471699006,7,5
First Class,Atlantic,Wicked Choccy's,719.4714404454609,3,1
Second Class,Pacific,Lot's O' Nuts,394.97435771587914,3,5
Same Day,Pacific,Secret Factory,1592.8470082009096,10,0
Second Class,Interior,Lot's O' Nuts,1685.5735451477588,14,5
Standard Class,Atlantic,Wicked Choccy's,719.4714404454609,6,5
Standard Class,Pacific,Wicked Choccy's,2139.912332310119,5,5
Standard Class,Pacific,Lot's O' Nuts,981.9658789246068,3,7
Second Class,Atlantic,Wicked Choccy's,981.9658789246068,5,5
Standard Class,Atlantic,Lot's O' Nuts,2074.091779756445,2,6
Standard Class,Pacific,Lot's O' Nuts,1160.0360575936345,4,5
Standard Class,Interior,Wicked Choccy's,871.491412618307,5,7
First Class,Pacific,Lot's O' Nuts,1161.621416898878,10,2
Standard Class,Atlantic,Wicked Choccy's,719.4714404454609,14,5
Second Class,Pacific,Wicked Choccy's,2090.605947082451,1,4
Standard Class,Interior,Lot's O' Nuts,971.8937609924294,3,7
Standard Class,Pacific,Wicked Choccy's,2399.6650051013826,6,7
Same Day,Pacific,Wicked Choccy's,1439.895296133989,6,0
Standard Class,Atlantic,Wicked Choccy's,913.2234896708183,2,7
Same Day,Pacific,Lot's O' Nuts,387.99286355234057,4,0
Standard Class,Interior,Wicked Choccy's,777.9035630989304,2,5
Standard Class,Pacific,Wicked Choccy's,1860.2540330345112,1,6
Second Class,Atlantic,Lot's O' Nuts,2141.889502951955,3,3
Standard Class,Pacific,Wicked Choccy's,2139.912332310119,1,7
Standard Class,Pacific,Lot's O' Nuts,386.83003298734036,1,6
Second Class,Interior,The Other Factory,485.53593388500406,4,5
First Class,Atlantic,Wicked Choccy's,640.6049843135982,4,1
Standard Class,Pacific,Lot's O' Nuts,1161.621416898878,5,5
Standard Class,Atlantic,Lot's O' Nuts,981.9658789246068,1,7
Standard Class,Interior,Secret Factory,677.1493161318728,3,6
Second Class,Interior,Lot's O' Nuts,1693.7600129047557,1,5
Second Class,Pacific,Wicked Choccy's,2147.2087400803284,3,5
Standard Class,Pacific,Secret Factory,1592.8470082009096,5,5
Standard Class,Pacific,Lot's O' Nuts,387.99286355234057,2,6
Standard Class,Interior,Wicked Choccy's,871.491412618307,3,5
First Class,Interior,Lot's O' Nuts,872.928444195716,2,2
First Class,Interior,Lot's O' Nuts,1457.4325478617507,7,1
Standard Class,Pacific,Lot's O' Nuts,327.1067736827379,3,5
Standard Class,Interior,Lot's O' Nuts,976.3720918916192,4,5
Standard Class,Interior,Lot's O' Nuts,976.3720918916192,2,5
Standard Class,Pacific,Lot's O' Nuts,327.1067736827379,2,5
Standard Class,Atlantic,Wicked Choccy's,716.1677373489346,6,7
Second Class,Pacific,Lot's O' Nuts,614.3506597328688,2,5
Standard Class,Interior,Lot's O' Nuts,976.3720918916192,2,6
First Class,Pacific,Lot's O' Nuts,386.83003298734036,1,2
First Class,Pacific,Wicked Choccy's,2401.64471699006,3,1
First Class,Pacific,Wicked Choccy's,2149.918618478605,4,1
First Class,Pacific,Lot's O' Nuts,386.83003298734036,4,2
Second Class,Interior,Wicked Choccy's,721.7896136266195,2,3
Standard Class,Interior,Wicked Choccy's,871.491412618307,14,6
Standard Class,Atlantic,Wicked Choccy's,715.9906920347423,4,7
Same Day,Pacific,Lot's O' Nuts,1161.621416898878,11,0
Standard Class,Atlantic,Wicked Choccy's,640.6049843135982,2,6
Standard Class,Pacific,Wicked Choccy's,2398.74800182782,2,5
Standard Class,Atlantic,Wicked Choccy's,716.1677373489346,3,6
Second Class,Pacific,Wicked Choccy's,2139.912332310119,4,5
Standard Class,Atlantic,Lot's O' Nuts,2144.332624357945,2,5
First Class,Pacific,Lot's O' Nuts,386.83003298734036,2,1
Standard Class,Pacific,Wicked Choccy's,2354.839579523309,2,7
Same Day,Pacific,Wicked Choccy's,2354.839579523309,1,0
Standard Class,Pacific,Wicked Choccy's,2398.74800182782,1,6
Same Day,Pacific,Wicked Choccy's,2354.839579523309,2,0
First Class,Atlantic,Lot's O' Nuts,2140.8841370533396,2,1
Standard Class,Interior,Lot's O' Nuts,1696.8026779627803,5,5
Second Class,Pacific,Wicked Choccy's,2149.918618478605,1,5
Standard Class,Pacific,Lot's O' Nuts,1180.1757588762453,2,7
First Class,Pacific,Wicked Choccy's,2399.6650051013826,9,2
Standard Class,Interior,Wicked Choccy's,900.5324123176913,5,7
Standard Class,Interior,Lot's O' Nuts,976.3720918916192,3,6
Second Class,Pacific,Wicked Choccy's,981.9658789246068,8,4
Second Class,Atlantic,Lot's O' Nuts,2141.889502951955,5,3
Second Class,Interior,Lot's O' Nuts,971.8937609924294,4,3
Standard Class,Atlantic,Lot's O' Nuts,2141.889502951955,4,5
First Class,Atlantic,Lot's O' Nuts,2078.6537691730177,2,1
Same Day,Pacific,Lot's O' Nuts,691.0837284069044,5,0
Second Class,Atlantic,Wicked Choccy's,715.9906920347423,3,4
Second Class,Pacific,Lot's O' Nuts,394.97435771587914,2,5
Second Class,Atlantic,Wicked Choccy's,640.4214007710173,8,3
Standard Class,Pacific,Lot's O' Nuts,378.36278410044537,2,5
Standard Class,Atlantic,Wicked Choccy's,719.4714404454609,3,5
Second Class,Atlantic,Lot's O' Nuts,2144.332624357945,10,5
Second Class,Interior,Lot's O' Nuts,971.8937609924294,4,3
Second Class,Atlantic,Wicked Choccy's,640.4214007710173,2,5
Standard Class,Atlantic,Lot's O' Nuts,2079.993373016822,2,6
Same Day,Pacific,Lot's O' Nuts,385.46609669761943,2,0
Standard Class,Atlantic,Secret Factory,863.4043205345793,7,6
Standard Class,Pacific,The Other Factory,1607.5799885681279,3,6
First Class,Atlantic,Wicked Choccy's,715.9906920347423,1,2
Standard Class,Interior,Lot's O' Nuts,831.7815923766899,3,7
Standard Class,Pacific,Lot's O' Nuts,1161.621416898878,2,5
Standard Class,Pacific,Wicked Choccy's,2354.839579523309,5,5
First Class,Interior,Lot's O' Nuts,1456.7435840913759,2,1
First Class,Interior,Lot's O' Nuts,1430.8766453332503,2,1
Standard Class,Pacific,Wicked Choccy's,2354.839579523309,2,5
Standard Class,Interior,Lot's O' Nuts,1292.4355182025984,4,7
Standard Class,Pacific,Lot's O' Nuts,387.99286355234057,3,6
Standard Class,Gulf,Lot's O' Nuts,1401.7787632570858,2,5
Standard Class,Atlantic,Wicked Choccy's,715.9906920347423,4,6
Second Class,Interior,Lot's O' Nuts,1456.7435840913759,4,5
Standard Class,Interior,Lot's O' Nuts,1693.7600129047557,2,7
Standard Class,Atlantic,Lot's O' Nuts,2074.091779756445,6,5
Second Class,Interior,Wicked Choccy's,762.959591962414,4,5
Standard Class,Gulf,Lot's O' Nuts,1964.1105333896971,1,6
First Class,Atlantic,Wicked Choccy's,981.9658789246068,7,1
Standard Class,Atlantic,Lot's O' Nuts,2080.3163308991593,3,5
First Class,Atlantic,Lot's O' Nuts,2142.2345958934734,9,2
Standard Class,Atlantic,Wicked Choccy's,640.6049843135982,5,5
Standard Class,Atlantic,Lot's O' Nuts,2079.993373016822,5,5
Standard Class,Atlantic,Lot's O' Nuts,1879.755327218709,3,6
Standard Class,Atlantic,Wicked Choccy's,981.9658789246068,2,5
Second Class,Pacific,Lot's O' Nuts,386.83003298734036,4,3
Standard Class,Pacific,Lot's O' Nuts,309.4383475608288,6,6
Standard Class,Interior,Wicked Choccy's,1050.3296448453177,3,7
Standard Class,Atlantic,Lot's O' Nuts,2080.3163308991593,6,6
Second Class,Atlantic,Lot's O' Nuts,2141.889502951955,1,3
First Class,Atlantic,Lot's O' Nuts,2140.8841370533396,1,2
Standard Class,Pacific,Wicked Choccy's,2090.605947082451,14,6
Second Class,Atlantic,Lot's O' Nuts,2141.889502951955,2,3
Second Class,Atlantic,Lot's O' Nuts,2074.091779756445,7,3
Standard Class,Pacific,Wicked Choccy's,2153.343062292087,1,6
Standard Class,Pacific,Lot's O' Nuts,389.27048109890546,2,5
Same Day,Pacific,Wicked Choccy's,2358.5047550682953,2,0
Second Class,Pacific,Lot's O' Nuts,318.25023703183496,3,5
Standard Class,Pacific,Wicked Choccy's,2315.7577590592446,5,5
Same Day,Pacific,Lot's O' Nuts,691.0837284069044,6,0
Same Day,Pacific,Lot's O' Nuts,691.0837284069044,2,0
Second Class,Interior,Wicked Choccy's,762.959591962414,4,4
Standard Class,Interior,Lot's O' Nuts,976.3720918916192,3,7
Second Class,Atlantic,Wicked Choccy's,715.9906920347423,8,5
Second Class,Pacific,Wicked Choccy's,2401.64471699006,5,3
Second Class,Pacific,Lot's O' Nuts,1161.621416898878,7,4
Standard Class,Pacific,Lot's O' Nuts,378.36278410044537,1,5
Standard Class,Pacific,Secret Factory,1708.3050533973683,4,5
Standard Class,Pacific,Lot's O' Nuts,1161.621416898878,2,6
Standard Class,Pacific,Lot's O' Nuts,1161.621416898878,5,6
Standard Class,Pacific,Wicked Choccy's,2097.449697041855,3,5
Standard Class,Pacific,Wicked Choccy's,2149.918618478605,2,7
Standard Class,Pacific,Wicked Choccy's,2401.64471699006,1,5
Second Class,Pacific,Lot's O' Nuts,387.99286355234057,1,5
Standard Class,Pacific,Wicked Choccy's,2399.6650051013826,2,5
First Class,Atlantic,Lot's O' Nuts,2140.8841370533396,7,2
Standard Class,Pacific,Wicked Choccy's,2147.2087400803284,3,7
Second Class,Gulf,Wicked Choccy's,476.7793487378387,3,4
Standard Class,Pacific,Lot's O' Nuts,688.8830311589684,3,6
First Class,Atlantic,Lot's O' Nuts,2080.3163308991593,3,2
Second Class,Pacific,Lot's O' Nuts,687.4765257830043,7,4
Standard Class,Atlantic,Wicked Choccy's,721.4927883494037,3,6
Second Class,Interior,Wicked Choccy's,721.7896136266195,3,3
Second Class,Pacific,Lot's O' Nuts,1161.621416898878,2,5
Standard Class,Pacific,Wicked Choccy's,2098.578256472988,3,5
Standard Class,Pacific,Lot's O' Nuts,378.36278410044537,12,5
Standard Class,Pacific,Lot's O' Nuts,385.46609669761943,2,5
First Class,Interior,Wicked Choccy's,871.8307495621052,1,2
Second Class,Pacific,Wicked Choccy's,2139.912332310119,1,3
Second Class,Pacific,Lot's O' Nuts,378.36278410044537,6,5
Same Day,Pacific,Lot's O' Nuts,319.06007095999223,1,0
First Class,Pacific,Wicked Choccy's,2399.6650051013826,2,1
Standard Class,Atlantic,Wicked Choccy's,642.6091033973505,1,6
Second Class,Pacific,Lot's O' Nuts,1160.0360575936345,4,5
Standard Class,Interior,Wicked Choccy's,871.491412618307,1,7
Standard Class,Pacific,Lot's O' Nuts,378.36278410044537,1,7
Standard Class,Atlantic,Lot's O' Nuts,2079.993373016822,4,7
First Class,Pacific,Wicked Choccy's,2399.7166796329857,4,1
First Class,Pacific,Lot's O' Nuts,394.97435771587914,2,2
Second Class,Atlantic,Lot's O' Nuts,2141.889502951955,1,5
Same Day,Atlantic,Wicked Choccy's,642.6091033973505,6,0
Second Class,Atlantic,Lot's O' Nuts,1576.0386391810976,2,5
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,2,6
Same Day,Gulf,Lot's O' Nuts,1761.4973531568905,11,0
Standard Class,Pacific,Lot's O' Nuts,981.9658789246068,1,5
Standard Class,Pacific,The Other Factory,1617.333448258198,3,7
Standard Class,Atlantic,Wicked Choccy's,640.4214007710173,2,5
First Class,Interior,Lot's O' Nuts,842.5723546175459,5,2
Standard Class,Atlantic,Lot's O' Nuts,2276.971470172552,2,5
First Class,Interior,Wicked Choccy's,995.4066217213552,1,1
Second Class,Gulf,Lot's O' Nuts,1945.9945320108393,6,3
Standard Class,Pacific,Lot's O' Nuts,319.06007095999223,2,7
First Class,Pacific,Lot's O' Nuts,386.83003298734036,4,2
Standard Class,Pacific,Wicked Choccy's,2153.343062292087,3,7
Second Class,Atlantic,Wicked Choccy's,719.4714404454609,6,3
Same Day,Atlantic,Lot's O' Nuts,2079.993373016822,10,0
Second Class,Interior,Wicked Choccy's,874.8008207460541,3,3
Standard Class,Pacific,Lot's O' Nuts,394.97435771587914,9,6
Second Class,Gulf,Wicked Choccy's,485.8708518123698,2,4
Second Class,Gulf,Lot's O' Nuts,1316.6928241258674,1,4
Second Class,Pacific,Wicked Choccy's,2399.7166796329857,3,5
Standard Class,Interior,Lot's O' Nuts,974.171375665286,2,6
Second Class,Gulf,Wicked Choccy's,485.8708518123698,2,5
Second Class,Gulf,Lot's O' Nuts,1874.8235849164048,3,5
Standard Class,Atlantic,Wicked Choccy's,719.4714404454609,2,7
Standard Class,Pacific,Lot's O' Nuts,394.97435771587914,1,7
Standard Class,Atlantic,Lot's O' Nuts,981.9658789246068,1,6
Standard Class,Pacific,Lot's O' Nuts,1160.0360575936345,3,5
Second Class,Atlantic,Lot's O' Nuts,2144.332624357945,5,3
Standard Class,Atlantic,Wicked Choccy's,640.4214007710173,3,5
Standard Class,Atlantic,Wicked Choccy's,790.47379223241,3,6
Second Class,Atlantic,Lot's O' Nuts,1664.1851047612984,1,3
Second Class,Atlantic,Wicked Choccy's,596.2155959700141,7,4
Standard Class,Atlantic,Wicked Choccy's,719.4714404454609,5,6
Second Class,Atlantic,Lot's O' Nuts,1995.5610725650408,4,4
Second Class,Atlantic,Wicked Choccy's,596.2155959700141,4,3
Standard Class,Atlantic,Sugar Shack,1200.9661719412577,1,5
Second Class,Atlantic,Lot's O' Nuts,1664.1851047612984,5,3
Standard Class,Pacific,Wicked Choccy's,2132.3837018115178,7,7
Second Class,Atlantic,Lot's O' Nuts,1995.5610725650408,4,4
Standard Class,Pacific,Wicked Choccy's,2139.912332310119,2,7
Standard Class,Atlantic,Wicked Choccy's,640.6049843135982,6,6
First Class,Interior,Wicked Choccy's,767.3939549308957,5,1
First Class,Interior,Lot's O' Nuts,1361.950153556258,2,2
Second Class,Pacific,Lot's O' Nuts,309.4383475608288,3,4
First Class,Interior,Secret Factory,149.73496189039955,5,1
Standard Class,Pacific,Lot's O' Nuts,981.9658789246068,6,6
Standard Class,Atlantic,Lot's O' Nuts,2142.2345958934734,2,5
Second Class,Pacific,Sugar Shack,1505.6621247180635,4,4
First Class,Interior,Wicked Choccy's,909.6036475036664,14,2
First Class,Interior,Lot's O' Nuts,875.8358763714116,1,2
Second Class,Pacific,Wicked Choccy's,2147.2087400803284,1,4
First Class,Atlantic,Lot's O' Nuts,2080.3163308991593,8,1
First Class,Atlantic,Lot's O' Nuts,2141.889502951955,2,2
Standard Class,Pacific,Wicked Choccy's,2149.8916730811757,2,6
Standard Class,Pacific,Lot's O' Nuts,378.36278410044537,14,6
First Class,Atlantic,Wicked Choccy's,721.4927883494037,8,1
Standard Class,Pacific,Wicked Choccy's,2157.0150241557785,1,7
Same Day,Pacific,Lot's O' Nuts,1161.621416898878,4,0
Second Class,Pacific,Lot's O' Nuts,1161.621416898878,2,5
Second Class,Pacific,Secret Factory,1572.9419665040512,1,5
Standard Class,Atlantic,Lot's O' Nuts,2140.8841370533396,3,5
First Class,Interior,Secret Factory,553.9038183146686,2,1
Standard Class,Pacific,Wicked Choccy's,2354.839579523309,5,6
Standard Class,Atlantic,Wicked Choccy's,640.4214007710173,5,5
Standard Class,Atlantic,Wicked Choccy's,634.3251241137547,1,6
Standard Class,Atlantic,Wicked Choccy's,640.4214007710173,5,5
Standard Class,Interior,Wicked Choccy's,768.5044899184401,4,7
Standard Class,Interior,Wicked Choccy's,874.8008207460541,6,7
Standard Class,Atlantic,Lot's O' Nuts,2074.091779756445,10,5
Second Class,Atlantic,Lot's O' Nuts,2140.8841370533396,2,3
Standard Class,Pacific,Lot's O' Nuts,385.46609669761943,2,6
Standard Class,Interior,Wicked Choccy's,768.5044899184401,3,6
Standard Class,Pacific,Wicked Choccy's,2157.0150241557785,2,6
Standard Class,Pacific,Lot's O' Nuts,386.83003298734036,5,7
Standard Class,Atlantic,Lot's O' Nuts,2142.2345958934734,2,7
Second Class,Interior,Wicked Choccy's,978.4753369022366,1,5
First Class,Pacific,Lot's O' Nuts,389.27048109890546,2,1
First Class,Pacific,Wicked Choccy's,1434.6056907430914,10,2
Second Class,Pacific,Lot's O' Nuts,319.06007095999223,1,5
Standard Class,Pacific,Lot's O' Nuts,385.46609669761943,6,7
Second Class,Interior,Lot's O' Nuts,974.171375665286,4,5
Standard Class,Gulf,Lot's O' Nuts,1500.9468761529554,5,7
Standard Class,Atlantic,Wicked Choccy's,981.9658789246068,3,5
Standard Class,Atlantic,Lot's O' Nuts,981.9658789246068,2,6
First Class,Interior,Wicked Choccy's,767.3939549308957,5,2
Standard Class,Atlantic,Secret Factory,904.1417956217019,7,7
Standard Class,Interior,Lot's O' Nuts,1693.7600129047557,2,5
Second Class,Pacific,Lot's O' Nuts,688.8830311589684,2,4
Standard Class,Pacific,Lot's O' Nuts,386.83003298734036,6,6
First Class,Atlantic,Lot's O' Nuts,2140.8841370533396,2,1
Standard Class,Pacific,Lot's O' Nuts,385.46609669761943,2,7
First Class,Pacific,Secret Factory,1590.2860873788177,2,2
First Class,Interior,Lot's O' Nuts,1452.2797128658538,2,2
Second Class,Interior,Wicked Choccy's,774.3146445075676,2,3
Second Class,Interior,Wicked Choccy's,774.3146445075676,14,4
First Class,Atlantic,Lot's O' Nuts,2079.993373016822,2,2
Second Class,Pacific,Wicked Choccy's,2139.912332310119,2,4
First Class,Pacific,Wicked Choccy's,2147.2087400803284,10,1
